District IRN,District Name,County,Region,Address,"City, State, Zip",Phone,Superintendent,Enrollment 2016-2017,Letter Grade of Achievement Component,Letter Grade of Percent Standards,Gifted Indicator Met/Not Met Status,Percent of Standards Met,Letter Grade of Performance Index,Performance Index Percent,Letter Grade of AMO,AMO Points,Letter Grade of K3 Literacy,K3 Literacy Percent,Letter Grade of Progress Component,Letter Grade of Overall Value Added,Overall Value Added Gain Index,Letter Grade of Gifted Value Added,Gifted Value Added Gain Index,Letter Grade of Students with Disabilities Value Added,Students with Disabilities Value Added Gain Index,Letter Grade of Lowest 20% Value Added,Lowest 20% Value Added Gain Index,Letter Grade of High Mobility Value Added,High Mobility Value Added Gain Index,Letter Grade of Grad Rate Component,Letter Grade of 4Year Grad Rate 2016,4 Year Grad Rate 2016,Letter Grade of 5 Year Grad Rate 2015,5 Year Grad Rate 2015,Letter Grade of Prepared for Success Component,Percent of Prepared for Success Component,Attendance Rate 2016-2017,Attendance Rate 2015-2016,Attendance Rate 2014-2015,Chronic Absenteeism Percent 2016-2017,Watermark
049056,Northern Local,Perry,Region 12,8700 Sheridan Dr,"Thornville, OH, 43076-9757",(740) 743-1303,Thomas P. Perkins,2209,C,F,Not Met,37.5,C,76.0,D,60.2,D,11.4,F,F,-7.7,F,-2.2,F,-2.2,F,-3.2,NR,NC,B,B,91.7,B,91.5,D,36.2,94.5,94.8,95.0,12.9,
049064,Southern Local,Perry,Region 16,10397 State Route 155 SE # 1,"Corning, OH, 43730-9710",(740) 721-0520,Ralph G. Holbert,660,D,F,Not Met,0.0,D,65.0,F,46.1,F,-6.3,D,F,-3.3,C,-0.9,F,-3.6,D,-1.2,NR,NC,B,A,94.9,C,87.8,F,18.6,92.9,93.8,93.8,18.6,
049080,Logan Elm Local,Pickaway,Region 11,9579 Tarlton Rd,"Circleville, OH, 43113-9448",(740) 474-7501,Timothy L. Williams,1725,C,F,Not Met,20.8,C,75.4,D,60.3,C,49.1,A,A,13.4,A,2.9,A,6.5,A,6.6,NR,NC,B,A,95.4,B,91.0,D,36.8,95.1,95.3,95.0,10.1,
049098,Teays Valley Local,Pickaway,Region 11,385 Viking Way,"Ashville, OH, 43103-9638",(740) 983-5000,Robin N. Halley,3878,C,D,Not Met,50.0,B,80.7,B,83.4,C,31.4,B,A,3.2,A,2.9,F,-2.9,C,0.6,NR,NC,B,B,90.7,B,92.9,D,39.7,94.9,95.1,95.1,10.5,
049106,Westfall Local,Pickaway,Region 11,19463 Pherson Pike,"Williamsport, OH, 43164-9745",(740) 986-3671,Lynn P. Landis,1351,D,F,Not Met,8.3,C,70.9,F,39.4,C,27.3,B,C,-0.6,C,0.5,D,-1.1,A,2.8,NR,NC,B,B,91.7,C,89.7,D,34.2,95.3,95.6,95.4,10.3,
049122,Eastern Local,Pike,Region 15,1170 Tile Mill Rd,"Beaver, OH, 45613-9435",(740) 226-4851,Neil E. Leist,849,D,F,Not Met,4.2,D,60.9,F,39.4,C,30.6,D,F,-9.7,C,-1.0,F,-6.2,D,-1.7,NR,NC,B,C,88.3,B,93.5,F,24.0,93.5,93.7,94.1,17.5,
049130,Scioto Valley Local,Pike,Region 15,PO Box 600,"Piketon, OH, 45661-0600",(740) 289-4456,Todd A. Burkitt,1222,D,F,Not Met,4.2,D,64.3,F,22.9,C,38.4,A,A,11.8,B,1.7,B,1.1,A,8.5,NR,NC,C,C,84.9,C,88.4,D,30.7,93.1,92.8,93.0,19.4,
049148,Waverly City,Pike,Region 15,1 Tiger Dr,"Waverly, OH, 45690-8704",(740) 947-4770,John E. Dickens,1810,D,F,Not Met,0.0,D,64.6,F,40.1,D,12.4,D,F,-13.7,D,-1.8,F,-2.6,D,-1.3,NR,NC,C,C,86.9,D,83.8,D,27.9,93.6,94.0,94.4,19.6,
049155,Western Local,Pike,Region 15,PO Box 130,"Latham, OH, 45646-0130",(740) 493-3113,Brock D. Brewster,747,D,F,Not Met,0.0,D,59.1,F,4.8,D,15.3,B,A,6.8,C,0.7,C,0.2,A,5.3,NR,NC,D,F,77.4,D,84.4,F,24.5,93.2,92.9,93.5,20.7,
049171,Aurora City,Portage,Region 8,102 E Garfield Rd,"Aurora, OH, 44202-8854",(330) 562-6106,Pat R. Ciccantelli,2897,B,A,Not Met,95.8,B,86.6,B,88.5,NR,NC,B,A,6.4,A,3.2,C,0.3,C,0.3,NR,NC,A,A,97.3,A,98.0,B,81.0,96.7,96.6,96.5,3.7,
049189,Crestwood Local,Portage,Region 8,11260 Bowen Rd,"Mantua, OH, 44255-9454",(330) 357-8206,David M. Toth,1745,C,F,Not Met,29.2,C,76.8,C,75.6,D,20.7,D,F,-9.0,F,-2.1,B,1.2,C,-0.6,NR,NC,A,A,93.1,B,94.4,D,30.6,94.4,94.7,95.0,14.6,
049197,Field Local,Portage,Region 8,2900 State Route 43,"Mogadore, OH, 44260-9715",(330) 673-2659,David O. Heflinger,2002,C,F,Not Met,16.7,C,77.7,D,69.3,B,68.1,C,C,0.6,D,-1.0,F,-2.1,C,-0.4,NR,NC,B,B,90.6,B,94.6,D,39.7,94.4,94.6,95.0,14.3,
049205,James A Garfield Local,Portage,Region 8,10235 State Route 88,"Garrettsville, OH, 44231-9205",(330) 527-4336,Ted A. Lysiak,1421,C,F,Not Met,37.5,C,78.6,B,82.6,C,48.7,A,A,6.4,A,2.5,A,2.5,A,2.7,NR,NC,A,A,94.8,A,99.2,D,42.1,94.6,94.6,94.6,11.5,
049213,Rootstown Local,Portage,Region 8,4140 State Route 44,"Rootstown, OH, 44272-9697",(330) 325-9911,Andrew A. Hawkins,1207,C,F,Not Met,30.8,C,77.6,F,59.5,B,49.5,C,D,-1.1,D,-2.0,C,0.7,C,-0.5,NR,NC,B,B,92.8,C,87.0,D,41.5,94.9,95.2,95.2,11.9,
049221,Southeast Local,Portage,Region 8,8245 Tallmadge Rd,"Ravenna, OH, 44266-8547",(330) 654-5841,Robert C. Dunn,1563,D,F,Not Met,4.2,C,72.9,D,62.2,B,52.1,C,C,0.8,C,0.7,F,-3.4,F,-3.3,NR,NC,B,B,91.7,B,94.6,D,25.9,93.2,93.7,93.5,20.4,
049239,Streetsboro City,Portage,Region 8,9000 Kirby Ln,"Streetsboro, OH, 44241-1725",(330) 626-4900,Richard M. Daulbaugh,2168,D,F,Not Met,16.7,C,73.4,C,76.0,C,26.6,F,F,-7.4,F,-6.0,F,-3.9,F,-4.7,NR,NC,B,B,92.2,B,90.1,D,29.1,95.7,95.6,95.9,7.7,
049247,Waterloo Local,Portage,Region 8,1464 Industry Rd,"Atwater, OH, 44201-9349",(330) 947-2664,Shawn M. Braman,1080,D,F,Not Met,12.5,C,74.8,D,63.0,D,16.5,A,A,3.4,NR,NC,B,1.5,A,2.4,NR,NC,B,A,95.8,C,89.3,D,32.4,94.2,94.4,94.3,14.3,
049270,National Trail Local,Preble,Region 10,6940 Oxford Gettysburg Rd,"New Paris, OH, 45347-9065",(937) 437-3333,Jeff J. Parker,959,D,F,Not Met,12.5,C,74.1,C,75.2,C,32.0,A,A,6.6,B,1.3,A,3.2,A,2.9,NR,NC,A,A,100.0,A,98.5,D,37.4,94.9,95.3,95.7,11.4,
049288,Preble Shawnee Local,Preble,Region 10,124 Bloomfield St,"Camden, OH, 45311-1154",(937) 452-1283,Matt M. Bishop,1319,D,F,Not Met,16.7,D,67.3,F,37.5,C,29.8,D,F,-8.2,D,-1.7,F,-4.9,F,-4.7,NR,NC,B,C,87.1,B,92.9,D,25.1,94.3,94.1,94.6,14.5,
049296,Twin Valley Community Local,Preble,Region 10,100 Education Dr,"West Alexandria, OH, 45381-1184",(937) 839-4688,Robert O. Fischer,837,D,F,Not Met,12.5,C,71.5,F,50.6,C,36.2,D,F,-7.5,D,-1.8,F,-4.1,F,-2.2,NR,NC,A,A,97.3,A,97.4,D,32.7,94.9,95.5,95.0,10.9,
049312,Columbus Grove Local,Putnam,Region 1,201 W Cross St,"Columbus Grove, OH, 45830-1237",(419) 659-2639,George N. Verhoff,865,C,F,Not Met,30.8,C,77.5,B,80.3,C,37.0,A,A,9.4,A,2.6,A,2.9,B,1.8,NR,NC,A,A,100.0,A,98.7,C,53.5,96.4,96.5,96.1,5.7,
049320,Continental Local,Putnam,Region 1,5211 State Route 634,"Continental, OH, 45831-9155",(419) 596-3671,Danny F. Kissell,437,C,F,Not Met,41.7,C,78.3,B,85.1,B,69.2,C,C,-0.7,D,-1.0,B,1.7,NR,NC,NR,NC,A,A,94.7,A,97.6,D,43.3,96.5,96.2,96.4,4.2,
049338,Jennings Local,Putnam,Region 1,PO Box 98,"Fort Jennings, OH, 45844-0098",(419) 286-2238,Nicholas T. Langhals,373,D,F,Not Met,29.2,C,72.6,F,36.7,NR,NC,D,F,-3.2,C,-0.6,C,0.9,B,1.5,NR,NC,A,A,100.0,A,96.4,C,58.5,96.9,97.0,97.2,1.6,
049346,Kalida Local,Putnam,Region 1,PO Box 269,"Kalida, OH, 45853-0269",(419) 532-3534,Karl D. Lammers,584,A,A,Not Met,95.8,B,88.4,A,91.7,C,25.0,B,A,15.0,B,2.0,C,-0.7,NR,NC,NR,NC,A,A,96.5,A,100.0,B,80.3,97.4,97.2,97.3,1.5,
049353,Leipsic Local,Putnam,Region 1,232 Oak St,"Leipsic, OH, 45856-1312",(419) 943-2165,Greg A. Williamson,628,D,F,Not Met,20.8,C,72.1,C,76.6,D,18.8,A,A,12.5,NR,NC,A,5.1,A,5.5,NR,NC,A,A,98.2,A,100.0,D,41.6,95.3,95.5,95.5,8.6,
049361,Miller City-New Cleveland Local,Putnam,Region 1,PO Box 38,"Miller City, OH, 45864-0038",(419) 876-3172,Kerry D. Johnson,479,B,B,Not Met,87.5,B,87.1,C,77.8,NR,NC,B,A,4.4,C,0.8,C,0.5,NR,NC,NR,NC,A,A,100.0,A,100.0,C,58.2,97.6,97.4,97.6,1.1,
049379,Ottawa-Glandorf Local,Putnam,Region 1,630 Glendale Ave,"Ottawa, OH, 45875-1162",(419) 523-5261,Donald T. Horstman,1509,C,F,Not Met,45.8,B,80.3,C,72.5,C,37.1,B,A,5.3,A,3.8,D,-1.3,C,-0.2,NR,NC,A,A,97.0,A,96.3,C,55.2,96.7,96.5,96.5,3.6,
049387,Ottoville Local,Putnam,Region 1,PO Box 248,"Ottoville, OH, 45876-0248",(419) 453-3356,Scott J. Mangas,419,B,C,Not Met,70.8,B,85.9,B,88.8,NR,NC,B,A,8.2,C,0.4,C,0.6,NR,NC,NR,NC,A,A,100.0,A,100.0,C,64.0,97.2,97.2,97.6,2.9,
049395,Pandora-Gilboa Local,Putnam,Region 1,410 Rocket Ridge,"Pandora, OH, 45877-0389",(419) 384-3227,R. Todd T. Schmutz,537,C,F,Not Met,33.3,C,77.2,F,58.2,NR,NC,B,C,-0.8,B,1.9,D,-2.0,A,2.0,NR,NC,A,A,93.3,A,97.8,D,38.4,95.9,95.6,96.1,4.4,
049411,Clear Fork Valley Local,Richland,Region 7,92 Hines Ave,"Bellville, OH, 44813-1232",(419) 886-3855,Janice J. Wyckoff,1652,D,F,Not Met,8.3,C,71.2,F,43.5,C,28.8,B,A,3.0,A,2.6,C,0.1,B,1.9,NR,NC,A,A,97.0,A,96.6,D,41.0,96.2,95.5,95.2,4.5,
049429,Crestview Local,Richland,Region 7,1575 State Route 96,"Ashland, OH, 44805-9262",(419) 895-1700,Larry R. Dunlap,1060,C,F,Not Met,20.8,C,76.9,F,56.9,C,36.0,A,A,13.1,A,4.7,A,3.4,A,3.6,NR,NC,A,A,98.8,B,93.8,D,35.7,95.5,95.7,96.1,4.9,
049437,Lexington Local,Richland,Region 7,103 Clever Ln,"Lexington, OH, 44904-1209",(419) 884-2132,James M. Ziegelhofer,2327,C,F,Not Met,44.0,B,82.1,C,78.6,B,50.0,B,A,9.2,A,4.2,F,-4.0,D,-1.3,NR,NC,A,A,95.6,A,97.0,C,56.6,95.5,95.5,95.2,6.7,
049445,Lucas Local,Richland,Region 7,84 Lucas North Rd,"Lucas, OH, 44843-9532",(419) 892-2338,Bradley A. Herman,493,D,F,Not Met,12.0,C,70.3,F,54.1,C,31.8,D,F,-4.0,D,-1.8,F,-2.7,C,-0.7,NR,NC,A,A,93.9,A,95.3,D,43.5,95.7,95.5,95.1,7.6,
049452,Madison Local,Richland,Region 7,1379 Grace St,"Mansfield, OH, 44905-2742",(419) 589-2600,Shelley L. Hilderbrand,3051,D,F,Not Met,16.7,C,74.6,D,62.2,B,59.4,B,A,6.7,C,0.9,C,0.3,B,1.9,NR,NC,B,B,90.3,B,94.4,D,37.7,94.4,94.8,94.9,12.8,
049460,Plymouth-Shiloh Local,Richland,Region 7,365 Sandusky St,"Plymouth, OH, 44865-1135",(419) 687-4733,James E. Metcalf,715,D,F,Not Met,16.0,C,72.7,F,44.0,C,38.4,B,B,2.0,NR,NC,F,-2.6,C,0.4,NR,NC,A,A,96.8,A,98.4,D,30.2,95.2,95.3,95.2,7.2,
049478,Ontario Local,Richland,Region 7,457 Shelby Ontario Rd,"Mansfield, OH, 44906-1029",(419) 747-4311,Lisa A. Carmichael,1913,C,F,Not Met,32.0,C,78.1,D,69.8,B,62.4,B,A,4.8,C,-0.7,D,-1.2,C,-0.1,NR,NC,A,A,98.6,A,97.7,C,49.8,95.4,95.7,95.7,7.7,
049494,Adena Local,Ross,Region 15,3367 County Road 550,"Frankfort, OH, 45628-9503",(740) 998-4633,John W. Balzer,1212,D,F,Not Met,8.3,D,69.4,F,41.3,D,21.7,D,F,-2.5,A,3.0,F,-4.5,D,-1.5,NR,NC,B,A,93.7,B,91.1,D,32.7,95.3,95.1,95.7,7.7,
049502,Huntington Local,Ross,Region 15,188 Huntsman Rd,"Chillicothe, OH, 45601-9378",(740) 663-5892,Peter T. Ruby,1120,D,F,Not Met,0.0,D,62.2,F,9.7,D,22.7,D,F,-4.1,C,0.4,F,-6.7,F,-2.7,NR,NC,C,D,83.5,C,88.4,D,30.8,93.8,93.6,94.2,15.6,
049510,Paint Valley Local,Ross,Region 15,7454 Us Highway 50 W,"Bainbridge, OH, 45612-9708",(740) 634-2826,Timothy J. Winland,833,D,F,Not Met,0.0,D,61.7,D,62.4,D,22.0,B,A,2.8,C,0.9,D,-1.6,A,3.1,NR,NC,C,C,85.7,C,86.9,D,31.0,93.6,94.0,94.4,17.8,
049528,Southeastern Local,Ross,Region 15,2003 Lancaster Rd,"Chillicothe, OH, 45601-8213",(740) 774-2003,Brian Justice,1085,D,F,Not Met,12.5,C,71.2,F,41.1,D,11.4,B,A,3.2,NR,NC,F,-3.2,C,0.7,NR,NC,B,B,89.7,A,97.7,D,41.5,93.2,93.5,93.7,19.9,
049536,Union-Scioto Local,Ross,Region 15,1565 Egypt Pike,"Chillicothe, OH, 45601-3974",(740) 773-4102,Matthew G. Thornsberry,2078,D,F,Not Met,16.7,C,71.0,F,52.2,B,51.1,D,F,-5.6,A,2.4,F,-5.9,F,-3.3,NR,NC,B,A,93.5,B,93.2,D,38.7,94.1,93.9,95.0,15.1,
049544,Zane Trace Local,Ross,Region 15,946 State Route 180,"Chillicothe, OH, 45601-8141",(740) 775-1355,Jerry L. Mowery,1292,D,F,Not Met,8.3,C,74.3,B,87.0,NR,NC,D,F,-4.2,C,-0.7,F,-2.3,D,-2.0,NR,NC,A,A,95.7,B,93.3,D,34.7,94.8,94.6,94.7,11.4,
049569,Lakota Local,Sandusky,Region 1,5200 County Road 13,"Kansas, OH, 44841-9617",(419) 986-6650,Chad D. Coffman,994,D,F,Not Met,20.8,C,71.3,F,37.5,D,16.4,B,A,8.3,C,0.0,B,1.3,A,2.2,NR,NC,A,A,97.4,A,98.5,D,36.1,95.7,96.0,95.8,6.8,K-3 Literacy data may be incomplete due to local reporting error. Contact district for more information.
049577,Woodmore Local,Sandusky,Region 1,349 Rice St,"Elmore, OH, 43416-9404",(419) 862-1060,Timothy S. Rettig,967,C,D,Not Met,54.2,C,78.4,F,53.0,D,23.1,F,F,-9.7,F,-6.0,F,-4.0,F,-2.4,NR,NC,A,A,96.6,A,95.2,C,47.3,95.9,96.0,96.0,6.0,
049593,Bloom-Vernon Local,Scioto,Region 15,PO Box 237,"South Webster, OH, 45682-0237",(740) 778-2281,Marc L. Kreischer,861,C,F,Not Met,41.7,C,79.3,B,85.5,C,46.9,B,A,3.0,D,-1.1,C,1.0,C,0.7,NR,NC,A,A,100.0,A,95.2,C,46.9,95.0,94.8,95.1,11.3,
049601,Clay Local,Scioto,Region 15,44 Clay High St,"Portsmouth, OH, 45662-8817",(740) 354-6645,William T. Warnock,682,D,F,Not Met,8.3,D,67.3,F,33.8,C,40.6,D,F,-7.1,F,-2.4,D,-1.5,C,-0.8,NR,NC,A,A,95.5,A,95.6,D,27.6,94.1,94.6,94.6,17.9,
049619,Green Local,Scioto,Region 15,4070 Gallia Pike,"Franklin Furnace, OH, 45629-8889",(740) 354-9221,Jodi B. Armstrong,569,D,F,Not Met,0.0,D,63.3,F,43.7,A,86.0,B,B,1.5,NR,NC,C,0.1,C,-0.3,NR,NC,B,C,88.9,A,95.7,D,30.4,93.6,94.0,94.1,15.9,
049627,Minford Local,Scioto,Region 15,PO Box 204,"Minford, OH, 45653-0204",(740) 820-3896,Jeremy A. Litteral,1365,D,F,Not Met,12.5,C,73.0,D,63.2,NR,NC,D,F,-6.7,D,-1.5,F,-5.5,F,-3.8,NR,NC,A,A,93.4,B,94.6,D,39.6,94.5,94.9,94.3,12.2,
049635,Northwest Local,Scioto,Region 15,800 Mohawk Dr,"Mc Dermott, OH, 45652-9000",(740) 259-5558,Anthony T. Jenkins,1360,D,F,Not Met,8.3,D,69.4,D,68.3,B,55.2,D,F,-9.8,F,-2.3,F,-3.1,D,-1.9,NR,NC,A,A,98.4,A,99.1,D,25.1,93.2,94.1,94.1,21.1,
049643,Valley Local,Scioto,Region 15,1821 State Route 728,"Lucasville, OH, 45648-8510",(740) 259-3115,Jeffrey S. Rolfe,1022,D,F,Not Met,16.7,C,72.2,F,58.8,C,43.5,C,C,0.5,C,-0.7,B,1.6,D,-1.2,NR,NC,A,A,98.8,A,98.6,D,39.6,94.0,93.9,94.1,16.3,
049650,Washington-Nile Local,Scioto,Region 15,15332 Us Highway 52,"West Portsmouth, OH, 45663-9093",(740) 858-1111,Donald J. Stricklett,1442,D,F,Not Met,4.2,D,68.9,F,50.6,C,24.5,B,A,7.5,A,2.0,D,-1.8,D,-1.7,NR,NC,A,A,97.2,A,98.0,D,32.4,94.5,94.6,95.1,9.7,
049668,Wheelersburg Local,Scioto,Region 15,PO Box 340,"Wheelersburg, OH, 45694-0340",(740) 574-8484,Mark W. Knapp,1600,C,F,Not Met,28.0,C,79.0,B,86.0,B,67.9,B,A,11.8,A,6.3,D,-1.3,A,2.1,NR,NC,A,A,97.2,A,99.0,C,46.9,94.7,94.5,94.8,10.2,
049684,Seneca East Local,Seneca,Region 7,13343 E US Highway 224,"Attica, OH, 44807-9301",(419) 426-7041,Laura A. Kagy,893,C,F,Not Met,20.8,C,75.4,C,78.8,NR,NC,B,A,7.9,A,2.5,C,-1.0,C,0.6,NR,NC,A,A,100.0,A,98.6,C,53.6,95.3,95.2,94.9,9.5,
049700,Hopewell-Loudon Local,Seneca,Region 7,PO Box 400,"Bascom, OH, 44809-0400",(419) 937-2216,David R. Alvarado,809,C,F,Not Met,37.5,C,77.9,D,61.9,C,30.0,A,A,10.7,A,5.5,B,2.0,B,1.8,NR,NC,A,A,96.8,A,98.4,C,60.6,96.1,96.3,96.6,6.4,
049718,New Riegel Local,Seneca,Region 7,44 N Perry St,"New Riegel, OH, 44853-9776",(419) 595-2265,David A. Rombach,375,C,F,Not Met,43.5,C,78.0,F,56.2,NR,NC,B,A,2.5,C,0.1,NR,NC,D,-1.3,NR,NC,A,A,100.0,A,100.0,B,81.9,96.7,96.8,96.4,2.1,
049726,Old Fort Local,Seneca,Region 7,7635 N County Rd 51,"Tiffin, OH, 44883",(419) 992-4291,Stephen J. Anway,563,D,F,Not Met,33.3,C,74.6,F,53.0,D,6.3,B,A,9.4,B,1.9,B,1.5,C,0.2,NR,NC,A,A,97.1,A,100.0,D,44.4,96.0,96.0,95.9,5.3,
049759,Anna Local,Shelby,Region 6,PO Box 169,"Anna, OH, 45302-0169",(937) 394-2011,Andrew A. Bixler,1199,B,B,Not Met,83.3,B,85.6,B,81.6,D,23.3,B,A,9.4,A,3.5,A,3.7,C,0.7,NR,NC,A,A,98.9,A,98.8,C,52.4,96.6,96.9,97.1,4.5,
049767,Botkins Local,Shelby,Region 6,404 E State St,"Botkins, OH, 45306-8006",(937) 693-3756,Jeffrey T. McPheron,637,B,B,Not Met,83.3,B,86.0,B,89.2,NR,NC,A,A,6.8,B,1.2,NR,NC,NR,NC,NR,NC,A,A,100.0,A,100.0,C,58.7,95.6,95.6,95.9,8.2,
049775,Fairlawn Local,Shelby,Region 6,18800 Johnston Rd,"Sidney, OH, 45365-9755",(937) 492-1974,Jeffrey R. Hobbs,614,C,F,Not Met,16.7,C,75.4,D,67.5,C,43.6,B,A,10.1,D,-1.1,A,2.8,A,4.0,NR,NC,A,A,100.0,A,96.3,D,26.2,94.7,95.1,94.9,11.0,
049783,Fort Loramie Local,Shelby,Region 6,PO Box 26,"Fort Loramie, OH, 45845-0026",(937) 295-3931,Daniel B. Holland,737,B,C,Not Met,79.2,B,86.4,B,80.1,NR,NC,C,D,-1.4,C,-0.9,C,-0.8,B,1.7,NR,NC,A,A,97.5,A,100.0,C,59.1,97.7,97.8,97.4,1.3,
049791,Hardin-Houston Local,Shelby,Region 6,5300 Houston Rd,"Houston, OH, 45333-8630",(937) 295-3010,Larry J. Claypool,801,C,F,Not Met,33.3,C,75.5,B,83.2,C,46.7,B,A,5.9,C,-0.2,C,0.2,B,1.4,NR,NC,B,B,89.0,A,95.9,D,38.0,96.4,96.5,96.3,3.2,
049809,Jackson Center Local,Shelby,Region 6,PO Box 849,"Jackson Center, OH, 45334-0849",(937) 596-6053,William M. Reichert,485,C,D,Not Met,50.0,C,79.5,F,39.8,B,73.9,B,A,4.3,F,-2.7,C,-0.3,A,2.0,NR,NC,A,A,100.0,B,93.2,D,41.0,96.0,96.3,96.2,8.6,
049817,Russia Local,Shelby,Region 6,100 School St,"Russia, OH, 45363-9811",(937) 295-3454,Steven J. Rose,396,B,A,Not Met,91.3,B,85.8,A,100.0,NR,NC,A,A,7.8,A,2.4,NR,NC,NR,NC,NR,NC,A,A,100.0,A,97.7,B,80.9,97.3,97.5,97.6,1.4,
049833,Canton Local,Stark,Region 9,600 Faircrest St SE,"Canton, OH, 44707-1118",(330) 484-8010,Stephen P. Milano,1877,D,F,Not Met,4.2,C,70.1,F,47.6,C,25.7,B,A,3.5,F,-2.5,A,2.7,A,2.9,C,-0.2,C,C,86.6,B,92.2,D,41.7,94.8,94.7,94.5,10.9,
049841,Fairless Local,Stark,Region 9,11885 Navarre Rd SW,"Navarre, OH, 44662-9485",(330) 767-3577,Broc A. Bidlack,1473,D,F,Not Met,25.0,C,73.7,F,59.9,C,38.9,D,F,-4.4,C,-0.0,F,-9.8,D,-1.7,NR,NC,B,A,93.9,B,93.0,D,36.4,95.6,95.8,95.5,6.2,
049858,Jackson Local,Stark,Region 9,7602 Fulton Dr NW,"Massillon, OH, 44646-9393",(330) 830-8000,Christopher A. Diloreto,5891,B,C,Not Met,79.2,B,84.5,B,83.0,B,57.9,B,B,1.1,C,0.1,C,0.3,B,1.6,NR,NC,A,A,98.4,A,97.9,B,72.0,95.1,96.4,96.7,10.5,
049866,Lake Local,Stark,Region 9,436 King Church Ave SW,"Uniontown, OH, 44685-8220",(330) 877-9383,Kevin T. Tobin,3313,B,C,Not Met,70.8,B,84.9,B,82.2,C,45.9,A,A,14.7,A,6.8,B,2.0,A,2.3,NR,NC,A,A,96.4,A,96.3,C,54.8,96.1,95.9,95.9,4.8,
049874,Louisville City,Stark,Region 9,407 E Main St,"Louisville, OH, 44641-1419",(330) 875-1666,Michele M. Shaffer,2815,C,F,Not Met,37.5,C,79.9,C,70.7,B,60.8,A,B,1.7,A,3.3,B,1.8,A,2.1,NR,NC,A,A,96.3,A,97.1,C,45.1,93.7,95.6,95.4,19.1,
049882,Marlington Local,Stark,Region 9,10320 Moulin Ave NE,"Alliance, OH, 44601-5906",(330) 823-7458,Joseph A. Knoll,2218,C,F,Not Met,25.0,C,77.9,C,71.1,B,67.0,B,C,0.9,C,-0.2,A,2.5,A,2.1,NR,NC,A,A,95.6,A,96.4,C,48.6,94.9,95.2,95.3,11.3,
049890,Minerva Local,Stark,Region 9,406 East St,"Minerva, OH, 44657-1429",(330) 868-4332,Gary M. Chaddock,1784,D,F,Not Met,8.3,C,73.7,D,69.8,B,51.8,A,A,12.2,B,2.0,A,2.6,A,4.9,NR,NC,A,A,93.3,A,95.2,D,32.7,94.5,94.8,95.0,13.4,
049908,Northwest Local,Stark,Region 9,2309 Locust St S,"Canal Fulton, OH, 44614-9389",(330) 854-2291,Michael R. Shreffler,1862,C,D,Not Met,64.0,B,82.7,B,80.8,C,28.2,B,A,10.6,C,1.0,A,5.8,A,3.9,NR,NC,A,A,95.1,A,95.6,D,40.9,94.8,94.9,95.0,12.1,
049916,Osnaburg Local,Stark,Region 9,310 Browning Ct N,"East Canton, OH, 44730-1248",(330) 488-1609,Todd D. Boggs,820,D,F,Not Met,12.5,C,74.5,C,75.0,C,25.8,B,C,0.1,B,1.1,C,0.5,A,4.5,NR,NC,A,A,93.5,A,96.7,D,37.5,95.3,95.5,95.6,8.5,
049924,Perry Local,Stark,Region 9,4201 13th St SW,"Massillon, OH, 44646-3447",(330) 477-8121,Scott A. Beatty,4686,C,F,Not Met,41.7,C,79.0,C,77.2,B,49.5,B,B,1.8,A,7.9,F,-2.8,D,-1.5,NR,NC,A,A,97.2,A,95.1,D,43.2,95.2,96.1,95.7,9.5,
049932,Plain Local,Stark,Region 9,901 44th St NW,"Canton, OH, 44709-1611",(330) 492-3500,Brent W. May,5931,C,F,Not Met,29.2,C,77.6,D,65.8,C,40.2,B,A,7.1,A,2.8,C,-0.5,C,-0.8,NR,NC,B,B,92.9,A,95.7,C,45.9,95.3,95.6,95.8,9.2,
049940,Sandy Valley Local,Stark,Region 9,5362 State Route 183 NE,"Magnolia, OH, 44643-8481",(330) 866-3339,David J. Fischer,1357,D,F,Not Met,4.2,C,72.4,F,49.2,C,33.6,B,B,1.9,B,1.3,D,-1.4,C,-0.7,NR,NC,B,B,90.4,A,97.4,D,31.8,94.5,94.2,94.3,11.5,
049957,Tuslaw Local,Stark,Region 9,1835 Manchester Ave NW,"Massillon, OH, 44647-9623",(330) 837-7813,Melissa M. Marconi,1372,C,D,Not Met,50.0,C,79.6,B,86.5,C,43.2,B,B,1.7,C,-0.3,D,-1.6,D,-1.1,NR,NC,A,A,97.2,A,97.6,C,46.1,95.3,95.5,95.8,8.1,
049973,Woodridge Local,Summit,Region 8,4411 Quick Rd,"Peninsula, OH, 44264-9706",(330) 928-9074,Walter C. Davis,1932,D,F,Not Met,16.7,C,74.8,C,73.2,C,47.3,A,A,7.1,A,4.1,A,2.5,A,4.7,NR,NC,B,B,92.2,A,95.7,C,46.6,95.5,95.5,95.3,7.8,
049981,Copley-Fairlawn City,Summit,Region 8,3797 Ridgewood Rd,"Copley, OH, 44321-1665",(330) 664-4800,Brian E. Poe,2811,C,D,Not Met,54.2,B,81.0,C,71.6,A,77.6,D,F,-10.0,F,-2.9,D,-1.3,F,-2.1,NR,NC,A,A,96.1,A,96.3,C,61.3,95.6,95.8,95.9,8.8,
